2 1:2.714725e-01 2:3.266762e-01 3:8.445929e-02
3 1:3.508427e-01 2:2.610556e-01 3:1.191340e-01
3 1:3.792278e-01 2:2.653352e-01 3:1.602399e-01
3 1:2.424452e-01 2:3.295292e-01 3:9.271541e-02
2 1:2.496768e-01 2:2.496434e-01 3:9.664320e-02
1 1:3.770836e-01 2:2.025678e-01 3:1.478387e-01
1 1:3.924665e-01 2:3.038516e-01 3:1.315906e-01
1 1:3.696690e-01 2:2.496434e-01 3:1.501182e-01
3 1:1.957056e-01 2:2.567760e-01 3:4.744604e-02
3 1:5.092434e-01 2:2.039943e-01 3:1.353934e-01
2 1:5.911404e-01 2:1.726106e-01 3:1.997575e-01
3 1:2.072751e-01 2:3.380884e-01 3:7.834415e-02
3 1:2.046768e-01 2:3.823110e-01 3:6.842392e-02
1 1:3.070189e-01 2:2.510699e-01 3:1.314743e-01
1 1:5.420884e-01 2:1.783167e-01 3:1.498270e-01
2 1:5.112826e-01 2:2.467903e-01 3:1.508347e-01
3 1:5.784956e-01 2:2.168331e-01 3:1.886590e-01
3 1:5.394155e-01 2:1.997147e-01 3:2.324735e-01
3 1:3.350624e-01 2:2.510699e-01 3:1.700961e-01
2 1:1.786672e-01 2:4.165478e-01 3:3.795450e-02
2 1:1.794996e-01 2:5.021398e-01 3:4.068162e-02
2 1:4.406471e-01 2:1.840228e-01 3:1.741627e-01
2 1:6.980538e-01 2:1.854494e-01 3:1.621805e-01
2 1:5.444986e-01 2:1.854494e-01 3:2.347082e-01
1 1:2.634568e-01 2:2.111270e-01 3:1.480783e-01
3 1:6.198714e-01 2:2.025678e-01 3:1.181471e-01
3 1:7.768269e-01 2:1.811698e-01 3:1.289256e-01
3 1:2.328664e-01 2:2.910128e-01 3:4.110544e-02
2 1:2.000162e-01 2:4.265335e-01 3:1.231448e-02
2 1:2.610666e-01 2:3.281027e-01 3:5.359786e-02
3 1:6.687804e-01 2:1.697575e-01 3:7.998795e-02
3 1:6.277431e-01 2:2.154066e-01 3:8.800137e-02
2 1:7.543206e-01 2:1.954351e-01 3:1.282322e-01
1 1:8.322707e-01 2:1.597718e-01 3:1.801479e-01
3 1:3.248246e-01 2:2.396576e-01 3:1.195921e-01
3 1:2.467526e-01 2:2.097004e-01 3:9.744829e-02
1 1:2.519629e-01 2:2.753210e-01 3:1.119748e-01
1 1:2.980151e-01 2:3.138374e-01 3:7.104144e-02
2 1:5.555321e-01 2:1.583452e-01 3:1.760392e-01
2 1:6.944937e-01 2:2.097004e-01 3:5.908295e-02
2 1:8.141927e-01 2:1.883024e-01 3:5.721920e-02
3 1:7.994856e-01 2:1.611983e-01 3:1.914098e-01
3 1:4.711303e-01 2:2.168331e-01 3:1.855090e-01
3 1:3.724892e-01 2:1.982882e-01 3:1.616266e-01
3 1:4.033087e-01 2:1.654779e-01 3:1.402030e-01
2 1:7.419469e-01 2:1.726106e-01 3:7.944968e-02
3 1:8.369271e-01 2:1.883024e-01 3:3.416356e-02
3 1:2.330315e-01 2:2.753210e-01 3:1.657452e-02
3 1:2.275615e-01 2:2.624822e-01 3:1.272312e-02
2 1:2.635777e-01 2:1.683310e-01 3:5.778424e-02
3 1:6.885560e-01 2:1.854494e-01 3:1.124439e-01
1 1:6.706829e-01 2:1.968616e-01 3:3.633722e-02
3 1:8.322234e-01 2:1.982882e-01 3:3.728966e-02
3 1:8.989981e-01 2:1.626248e-01 3:3.000227e-02
2 1:3.141002e-01 2:2.738944e-01 3:1.129246e-01
2 1:3.146457e-01 2:2.439372e-01 3:1.391281e-01
3 1:2.734444e-01 2:2.225392e-01 3:8.764382e-02
3 1:3.270940e-01 2:2.853067e-01 3:1.348875e-01
2 1:7.424714e-01 2:2.039943e-01 3:7.143343e-02
3 1:6.819760e-01 2:1.883024e-01 3:1.886184e-01
1 1:5.001608e-01 2:1.697575e-01 3:8.774776e-02
3 1:3.148381e-01 2:2.025678e-01 3:1.539961e-02
2 1:5.255566e-01 2:1.783167e-01 3:1.832922e-01
2 1:6.697590e-01 2:2.025678e-01 3:6.562217e-02
2 1:8.118771e-01 2:2.082739e-01 3:4.385701e-02
2 1:8.965816e-01 2:1.540656e-01 3:6.763381e-02
2 1:4.440138e-01 2:2.382311e-01 3:1.309824e-01
1 1:4.641478e-01 2:1.840228e-01 3:1.256794e-01
3 1:3.939381e-01 2:1.497860e-01 3:1.377054e-01
3 1:2.873873e-01 2:2.068474e-01 3:5.004318e-02
3 1:3.276279e-01 2:3.081312e-01 3:1.397513e-01
2 1:7.777624e-01 2:1.455064e-01 3:7.394172e-02
1 1:6.906330e-01 2:2.339515e-01 3:6.603073e-02
1 1:7.662149e-01 2:2.211127e-01 3:5.120826e-02
3 1:7.623447e-01 2:2.068474e-01 3:6.679123e-02
3 1:7.741066e-01 2:1.883024e-01 3:1.152299e-01
1 1:5.747348e-01 2:2.253923e-01 3:1.377269e-01
1 1:2.660110e-01 2:3.366619e-01 3:8.657319e-02
3 1:5.331908e-01 2:2.054208e-01 3:2.209479e-02
2 1:4.905117e-01 2:1.669044e-01 3:6.912911e-02
3 1:1.765607e-01 2:4.079886e-01 3:2.960330e-02
3 1:1.853112e-01 2:2.810271e-01 3:6.162981e-02
2 1:7.300158e-01 2:1.526391e-01 3:1.543666e-01
2 1:6.193479e-01 2:1.997147e-01 3:1.444173e-01
2 1:8.245671e-01 2:2.068474e-01 3:7.549370e-02
3 1:8.257990e-01 2:1.997147e-01 3:1.062240e-01
3 1:4.054119e-01 2:2.139800e-01 3:1.399292e-01
2 1:4.017099e-01 2:1.982882e-01 3:1.445520e-01
3 1:1.967851e-01 2:3.651926e-01 3:3.905747e-02
3 1:2.784782e-01 2:1.255350e-01 3:7.676795e-02
1 1:4.913830e-01 2:1.825963e-01 3:2.319760e-01
2 1:5.647745e-01 2:2.039943e-01 3:1.198026e-01
3 1:8.719563e-01 2:2.068474e-01 3:1.684318e-02
2 1:8.514418e-01 2:1.726106e-01 3:7.945117e-02
3 1:4.974973e-01 2:2.011412e-01 3:1.063039e-01
1 1:4.966638e-01 2:2.082739e-01 3:4.117986e-02
3 1:2.338009e-01 2:2.467903e-01 3:1.065950e-01
2 1:2.495139e-01 2:2.952924e-01 3:5.353374e-02
3 1:7.500888e-01 2:2.025678e-01 3:8.821958e-02
3 1:6.787260e-01 2:1.982882e-01 3:8.445195e-02
1 1:4.520359e-01 2:2.253923e-01 3:9.688271e-02
2 1:2.512650e-01 2:1.726106e-01 3:8.094637e-02
